-0.160131075,0.507004605,-0.159589448,0.966298282,-0.003791241,1.094175595,0.899934878,1.147894851
-0.161369146,0.508027513,-0.16088361,0.968051077,-0.004647829,1.099017077,1.000174958,1.148745822
-0.160152871,0.509160357,-0.16842296,0.99240571,-0.003093446,1.203012539,1.007134516,1.149971413
-0.161044547,0.5048954,-0.154828915,1.288659175,0.008916011,1.658650649,1.494675504,1.145713583
-0.160098941,0.507957314,-0.168709775,1.014174107,-0.003989389,1.25176213,1.038780381,1.14878679
-0.1616073,0.509397881,-0.203152538,1.021364527,0.010615455,1.038445681,0.948805138,1.150106134
-0.174919785,0.505325857,-0.56933613,0.471817399,-0.059690357,0.051564807,-0.026121836,1.146003858
-0.160166852,0.508731617,-0.167622597,1.027534852,-0.000927108,1.270646432,1.063247191,1.14954
-0.160130389,0.508370269,-0.168654074,1.026966905,-0.003685655,1.270486483,1.059746304,1.149186267
-0.174919712,0.507635761,-0.569983771,0.472311915,-0.074063308,0.057735876,-0.033398962,1.148232034
-0.161148615,0.508686281,-0.158669078,1.274371674,-9.49E-05,1.601651821,1.487137607,1.149389225
-0.161214327,0.508176635,-0.161875925,0.983714633,-0.007838904,1.127858787,1.030156404,1.148895368
-0.160936546,0.509256355,-0.165385391,1.149712448,-0.015845204,1.409415032,1.305181577,1.149914158
-0.161746945,0.505739862,-0.156193646,1.398408819,0.005607076,1.80846439,1.645639411,1.146537257
-0.160172687,0.5069577,-0.16759474,0.987353986,-0.000850573,1.1974815,0.988510928,1.147827373
-0.161187881,0.506568895,-0.160659728,1.126191904,-0.004757472,1.387885948,1.263275768,1.147308524
-0.160130345,0.506257358,-0.168671178,0.992192414,-0.003796383,1.212817353,0.996525305,1.147147119
-0.174919723,0.507822329,-0.568399646,0.470981957,-0.031764359,0.040207604,-0.01415531,1.148413775
-0.160153748,0.505860672,-0.168102196,0.991096265,-0.002240401,1.211304516,0.993017842,1.146765655
-0.161288459,0.508341266,-0.161149954,0.984448107,-0.005502156,1.129037506,1.0295021,1.14904582
-0.17491975,0.5075402,-0.568002415,0.47047905,-0.011296759,0.032485532,-0.006568733,1.148140137
-0.161263445,0.508191538,-0.155719426,1.308281524,0.006613765,1.663656063,1.537050627,1.148902105
-0.16114605,0.505976853,-0.161339263,1.155382201,-0.00659532,1.432502227,1.300901211,1.146733876
-0.161222317,0.50735618,-0.161397721,0.966681593,-0.006345698,1.097714146,0.992909931,1.148092047
-0.161266707,0.505791388,-0.155905598,1.274666118,0.006217133,1.624378698,1.47719772,1.146566651
-0.174919711,0.508292257,-0.568399646,0.470981957,-0.031764359,0.040207604,-0.01415531,1.148871002
-0.160096585,0.505356752,-0.167179023,1.105246769,2.65E-05,1.425431562,1.174202962,1.146246566
-0.160151599,0.505667706,-0.167699416,1.09153677,-0.001141125,1.404008017,1.156496619,1.146549634
-0.17491972,0.506165801,-0.58030207,0.47615845,-0.149090406,0.054362889,0.003579396,1.146809382
-0.160164513,0.509596285,-0.168101011,1.089332857,-0.002105614,1.371362934,1.157447518,1.15037134
-0.161253515,0.508597197,-0.15661776,1.193998698,0.004832408,1.488158663,1.371439606,1.149272425
-0.160145327,0.507858186,-0.167870044,1.066095588,-0.001599903,1.345955399,1.122049018,1.148675921
